,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
88276,88277,Female,25,First-time,Business,Business,594,0,0.0,4,2,4,2,4,5,5,2,5,5,4,2,5,5
5654,5655,Male,20,First-time,Business,Business,436,0,0.0,0,5,5,5,3,3,2,3,2,2,5,4,2,5
29267,29268,Female,27,First-time,Business,Economy,834,0,0.0,3,3,3,3,3,4,2,3,2,2,4,3,2,4
76668,76669,Female,63,Returning,Personal,Economy,516,0,0.0,5,2,4,5,3,5,3,2,1,2,5,2,5,5
82110,82111,Male,15,Returning,Personal,Economy,1276,0,0.0,3,1,3,1,2,4,2,4,2,2,4,1,2,3
82617,82618,Female,13,Returning,Personal,Economy,528,0,0.0,4,1,3,1,1,5,5,4,5,5,5,1,5,4
78058,78059,Female,37,Returning,Personal,Economy,106,0,10.0,4,4,5,4,2,3,2,3,1,1,4,4,1,4
10330,10331,Female,21,First-time,Business,Business,201,0,0.0,4,4,3,4,1,3,3,2,4,4,4,4,4,4
114046,114047,Female,14,Returning,Personal,Economy,511,29,8.0,5,2,4,2,5,4,5,4,5,5,4,2,5,4
90291,90292,Male,79,Returning,Business,Economy,479,0,0.0,1,5,2,4,1,1,4,5,4,4,4,4,4,3
105728,105729,Female,22,First-time,Business,Business,663,0,0.0,0,4,3,4,3,4,4,2,4,4,4,4,4,5
52512,52513,Female,42,Returning,Business,Business,110,0,0.0,4,0,2,2,3,4,2,4,2,5,4,0,4,2
59531,59532,Male,45,Returning,Business,Business,854,0,2.0,1,1,5,4,1,5,5,5,3,4,5,1,5,5
53029,53030,Male,35,Returning,Business,Economy,1190,9,0.0,2,2,5,5,2,1,5,2,5,5,2,5,5,5
75373,75374,Female,59,Returning,Personal,Business,2218,2,0.0,3,1,2,4,4,1,3,1,1,4,1,1,1,1
29283,29284,Male,43,Returning,Business,Business,2411,0,0.0,3,3,4,1,3,5,3,5,2,5,5,3,5,5
29459,29460,Female,46,Returning,Personal,Economy,421,0,0.0,4,2,1,2,4,5,2,2,1,2,5,2,5,5
51959,51960,Male,24,First-time,Business,Economy,347,0,0.0,0,3,5,3,1,3,5,5,5,5,3,3,5,4
72895,72896,Female,60,Returning,Business,Business,2193,7,0.0,3,3,3,4,3,4,5,4,4,5,4,3,4,4
53405,53406,Male,52,Returning,Personal,Business,2253,0,37.0,5,3,2,4,5,2,2,3,2,3,5,3,3,5
75711,75712,Female,49,Returning,Business,Business,813,20,1.0,1,3,3,4,1,4,5,4,4,5,4,1,4,4
129690,129691,Male,29,Returning,Business,Business,337,0,0.0,3,3,5,5,3,4,5,2,5,5,5,3,5,4
39105,39106,Female,43,Returning,Business,Business,2062,0,0.0,1,4,3,5,1,4,1,4,5,4,4,1,4,3
129865,129866,Male,64,Returning,Business,Economy Plus,337,27,18.0,3,3,2,2,3,1,2,2,2,2,3,2,2,3
49293,49294,Male,55,First-time,Business,Economy,193,27,24.0,4,3,4,3,1,1,1,2,4,4,2,3,4,5
6153,6154,Male,68,Returning,Business,Business,475,0,0.0,2,2,1,2,2,3,2,3,3,5,3,3,3,3
124809,124810,Female,27,First-time,Business,Economy,280,0,38.0,4,2,4,2,4,2,4,2,4,4,4,2,4,4
85115,85116,Female,60,Returning,Business,Business,813,0,0.0,2,2,4,4,2,5,5,5,5,3,5,2,5,5
122511,122512,Male,59,Returning,Personal,Economy,930,10,0.0,5,2,5,2,3,3,2,5,2,2,5,2,2,4
36934,36935,Female,57,Returning,Personal,Economy,867,24,66.0,3,0,4,3,3,5,2,0,4,3,5,1,5,5
21123,21124,Female,61,Returning,Personal,Economy,106,50,51.0,4,3,1,1,4,5,1,3,1,2,5,3,5,5
9556,9557,Female,50,Returning,Business,Business,2335,0,0.0,5,5,5,5,5,4,5,5,3,4,4,5,4,4
63492,63493,Female,29,Returning,Personal,Economy,651,10,0.0,2,2,3,2,4,4,2,3,2,2,3,1,2,4
22843,22844,Female,43,Returning,Personal,Economy,302,0,9.0,5,1,3,4,4,1,4,1,5,2,1,1,1,5
61219,61220,Female,13,Returning,Business,Business,1517,2,18.0,3,3,4,5,3,5,5,3,5,5,4,3,5,5
100837,100838,Male,25,First-time,Business,Economy,711,5,0.0,1,1,4,1,2,2,5,1,5,5,2,2,5,3
24018,24019,Female,47,Returning,Business,Economy,427,2,0.0,3,3,5,5,3,5,1,5,2,3,5,5,5,5
128195,128196,Male,13,Returning,Personal,Economy Plus,1788,0,0.0,5,2,3,2,4,4,2,4,2,2,4,2,2,4
109077,109078,Male,44,Returning,Personal,Economy,972,11,41.0,5,3,4,3,3,4,2,3,2,2,5,3,2,5
91478,91479,Female,33,Returning,Personal,Economy,859,0,63.0,3,3,3,3,4,4,1,4,1,1,3,3,1,4
127684,127685,Female,50,Returning,Business,Business,2133,0,3.0,4,4,4,4,4,5,4,5,5,2,5,4,5,5
127444,127445,Female,33,Returning,Personal,Economy Plus,872,0,19.0,2,2,3,2,4,3,2,1,2,2,3,2,2,4
41156,41157,Male,46,Returning,Personal,Economy,667,5,1.0,1,2,1,2,3,4,4,5,1,1,3,2,1,4
77489,77490,Male,31,Returning,Business,Business,1558,1,0.0,5,5,4,5,5,5,5,2,5,5,5,5,5,4
39767,39768,Female,22,First-time,Business,Business,521,0,0.0,0,4,3,4,1,5,5,1,5,5,3,4,5,1
109070,109071,Male,25,Returning,Business,Business,781,6,9.0,1,4,1,4,4,3,4,2,4,4,4,4,4,3
15854,15855,Female,35,Returning,Business,Business,332,0,3.0,4,4,4,5,4,4,4,4,2,1,4,4,4,4
28553,28554,Male,18,Returning,Personal,Economy,2640,0,0.0,4,3,4,3,4,3,3,4,3,3,5,3,3,4
64717,64718,Female,40,Returning,Business,Business,2356,4,0.0,1,1,3,4,1,3,5,3,5,5,3,0,3,3
123727,123728,Female,26,First-time,Business,Economy Plus,214,0,0.0,4,1,1,1,1,5,2,1,2,2,3,1,2,1
62086,62087,Female,32,Returning,Personal,Economy Plus,2586,0,3.0,4,3,3,3,3,5,1,3,1,1,4,3,1,4
48570,48571,Male,9,Returning,Personal,Economy,853,39,36.0,3,1,1,1,3,2,3,1,3,3,4,1,3,1
86545,86546,Male,44,Returning,Business,Business,1578,57,47.0,4,3,4,4,4,5,5,5,5,5,5,4,5,5
9797,9798,Male,33,Returning,Personal,Economy Plus,383,0,0.0,4,3,5,3,4,4,3,2,3,3,4,3,3,4
112584,112585,Female,15,Returning,Business,Business,602,0,0.0,3,3,4,5,3,5,5,4,5,5,4,3,5,5
60906,60907,Male,43,Returning,Personal,Economy,589,8,0.0,1,2,3,2,3,4,3,3,3,3,3,2,3,3
124924,124925,Female,27,First-time,Business,Economy,728,17,19.0,5,5,3,5,5,1,4,2,4,4,5,5,4,4
15648,15649,Female,14,Returning,Personal,Economy Plus,288,0,0.0,5,2,3,2,2,5,5,5,5,5,4,2,5,4
63954,63955,Female,14,Returning,Personal,Economy,1172,0,0.0,4,2,3,2,3,4,1,2,4,4,2,2,4,1
64795,64796,Female,33,First-time,Business,Business,551,0,0.0,3,3,3,3,2,4,4,4,4,4,4,3,4,5
31131,31132,Male,33,Returning,Business,Business,1825,2,38.0,1,1,2,3,1,4,3,1,3,3,3,3,3,3
101564,101565,Female,68,Returning,Personal,Economy Plus,345,0,8.0,5,1,3,4,4,4,4,1,5,3,4,1,4,4
58150,58151,Female,42,Returning,Business,Business,3239,0,34.0,5,5,5,5,5,4,5,5,4,2,4,5,4,4
92690,92691,Female,9,Returning,Personal,Economy,507,0,0.0,5,2,4,2,3,3,1,2,1,1,4,2,1,5
3594,3595,Male,26,Returning,Business,Economy,999,0,0.0,2,3,2,1,2,4,3,4,0,0,3,0,0,4
105808,105809,Male,48,Returning,Personal,Economy,787,8,11.0,4,2,5,2,3,3,3,3,3,3,5,2,3,4
9278,9279,Male,25,Returning,Business,Business,1764,121,128.0,3,3,4,4,3,4,4,5,4,4,4,3,4,4
16056,16057,Female,51,Returning,Business,Business,3008,0,0.0,3,3,2,5,3,4,3,4,4,4,4,3,4,4
24499,24500,Female,35,Returning,Personal,Economy,547,0,0.0,4,5,2,5,3,3,2,3,2,2,3,5,2,4
29577,29578,Female,35,Returning,Business,Business,1448,1,0.0,4,5,1,3,4,5,1,4,5,3,5,4,5,5
89327,89328,Female,37,Returning,Business,Business,1587,1,1.0,2,2,5,4,2,4,4,4,5,4,4,2,4,4
66742,66743,Male,7,Returning,Personal,Economy,802,0,0.0,4,1,1,1,4,2,5,4,5,5,4,1,5,3
129153,129154,Male,59,Returning,Business,Business,954,52,59.0,4,4,3,4,4,4,4,4,5,2,4,4,4,4
11476,11477,Female,16,Returning,Business,Economy Plus,201,0,0.0,2,2,5,5,2,4,4,3,5,5,2,5,5,4
34056,34057,Female,38,Returning,Business,Economy,1674,3,0.0,1,1,2,3,1,1,3,3,3,3,2,3,3,2
13984,13985,Female,47,Returning,Business,Business,372,0,0.0,4,3,5,3,4,3,2,4,5,4,3,4,3,3
117638,117639,Male,41,Returning,Personal,Economy,347,25,21.0,5,1,4,1,1,3,1,4,1,1,4,1,1,5
82180,82181,Female,11,Returning,Personal,Economy Plus,237,12,7.0,4,1,3,1,4,3,3,1,2,2,3,1,2,4
73646,73647,Male,22,First-time,Business,Economy,204,0,0.0,0,2,3,2,1,3,1,3,1,1,5,2,1,4
46133,46134,Male,58,Returning,Business,Economy,604,48,47.0,1,1,2,5,1,4,5,4,5,5,1,5,5,1
26990,26991,Male,45,Returning,Business,Economy,867,0,0.0,3,3,1,1,3,1,1,3,1,1,4,1,1,4
13791,13792,Female,42,First-time,Business,Economy Plus,837,0,20.0,2,2,5,2,3,2,5,3,5,5,3,2,5,1
48632,48633,Female,58,Returning,Business,Business,262,0,0.0,1,1,5,4,4,4,4,4,4,5,4,0,4,4
115326,115327,Male,27,First-time,Business,Business,296,17,30.0,4,4,5,4,1,5,4,4,4,4,4,4,4,4
53953,53954,Male,44,Returning,Business,Business,1325,0,0.0,5,5,3,1,5,1,2,2,2,3,1,5,1,1
77915,77916,Female,45,Returning,Business,Business,2210,22,27.0,1,1,4,4,1,5,5,5,3,5,5,1,5,4
107699,107700,Male,61,First-time,Business,Economy,405,0,32.0,2,2,1,2,3,4,5,1,5,5,4,2,5,4
21587,21588,Male,20,First-time,Business,Economy,780,0,0.0,3,3,3,3,3,3,3,1,3,3,1,4,3,2
40985,40986,Female,60,Returning,Business,Business,3902,104,98.0,4,4,3,4,4,2,4,2,3,2,2,2,2,2
113560,113561,Male,65,Returning,Business,Economy,258,0,4.0,1,1,1,2,1,4,2,5,2,2,2,2,2,2
41168,41169,Female,37,Returning,Business,Economy Plus,191,4,3.0,4,4,5,5,4,4,5,2,5,5,4,5,5,1
78389,78390,Male,47,Returning,Personal,Economy,726,0,0.0,5,0,4,0,5,4,1,5,1,1,2,0,1,4
97836,97837,Male,45,Returning,Personal,Economy,395,20,23.0,5,1,4,1,4,3,5,5,5,5,4,1,5,4
109991,109992,Male,51,Returning,Personal,Economy Plus,1052,42,39.0,4,1,4,1,3,4,1,4,1,1,3,1,1,4
11450,11451,Male,33,Returning,Business,Economy Plus,224,62,58.0,3,3,3,3,3,3,3,1,3,3,3,3,3,4
15080,15081,Female,48,Returning,Business,Economy,239,81,75.0,1,1,4,4,1,4,4,4,3,3,4,4,4,4
49365,49366,Female,46,Returning,Business,Business,2365,0,0.0,5,1,2,3,4,5,5,5,2,5,5,0,5,5
37658,37659,Male,66,Returning,Personal,Economy,1097,0,0.0,1,1,1,1,4,3,5,3,5,5,4,1,5,4
9654,9655,Female,60,Returning,Business,Business,3602,74,78.0,2,2,4,4,2,4,5,4,4,2,4,2,4,5
106322,106323,Male,49,Returning,Business,Business,2516,0,0.0,3,3,3,4,3,5,4,5,3,3,5,3,5,5
32665,32666,Female,39,Returning,Business,Economy,216,0,0.0,5,5,4,4,5,2,4,5,4,4,3,4,4,3
43852,43853,Male,59,Returning,Business,Business,2234,0,0.0,5,0,1,5,4,3,5,3,3,5,3,0,3,3
20029,20030,Female,55,Returning,Business,Economy,528,27,22.0,2,2,4,3,2,4,3,4,1,5,4,4,4,4
31103,31104,Male,51,Returning,Business,Economy Plus,1014,5,5.0,2,2,4,5,2,5,5,1,5,5,2,5,5,3
121381,121382,Male,23,Returning,Personal,Economy,2279,0,0.0,4,2,4,2,3,4,4,4,4,4,4,2,4,5
98147,98148,Male,16,First-time,Business,Economy,562,26,19.0,0,4,4,4,3,5,1,3,3,3,5,4,3,4
37423,37424,Male,49,First-time,Business,Economy,1035,52,44.0,2,2,2,2,2,4,1,3,1,1,2,2,1,3
127877,127878,Female,59,Returning,Personal,Economy,1276,0,0.0,4,4,3,5,3,3,4,4,4,4,3,4,3,3
108573,108574,Female,26,First-time,Business,Business,696,1,0.0,4,4,5,4,1,5,5,4,5,5,5,4,5,5
55762,55763,Male,38,Returning,Business,Business,2182,0,0.0,2,2,3,4,2,5,4,5,4,2,5,2,5,5
117849,117850,Female,64,Returning,Personal,Economy,2133,8,0.0,2,5,1,4,4,1,4,5,4,2,1,5,1,1
125191,125192,Male,40,First-time,Business,Business,651,0,0.0,5,5,3,5,4,5,3,5,3,3,4,5,3,4
12890,12891,Female,36,Returning,Business,Economy,359,8,18.0,3,3,1,5,3,5,5,3,5,5,1,5,5,5
42974,42975,Male,40,Returning,Business,Business,1869,14,3.0,4,4,2,1,4,4,4,4,1,3,4,4,4,4
97803,97804,Male,49,Returning,Business,Business,2398,21,17.0,3,3,5,4,3,5,4,5,4,2,5,3,5,5
34615,34616,Male,31,Returning,Business,Economy Plus,1598,0,0.0,4,4,5,5,4,5,5,4,5,5,2,5,5,4
119000,119001,Female,51,Returning,Business,Business,3475,0,0.0,5,3,4,5,3,4,4,4,3,2,4,3,4,4
111610,111611,Female,36,First-time,Business,Business,1014,2,2.0,3,3,5,3,4,3,3,3,3,3,5,3,3,5
59114,59115,Female,17,Returning,Personal,Economy,1744,7,39.0,0,3,4,3,1,4,1,2,4,4,5,3,4,5
67338,67339,Female,36,First-time,Business,Business,1471,0,0.0,3,3,4,3,4,4,1,2,1,1,5,3,1,4
16749,16750,Male,27,Returning,Business,Economy,642,150,132.0,5,5,4,4,5,5,4,2,4,4,5,4,3,4
46944,46945,Female,20,Returning,Personal,Economy,916,0,0.0,5,0,3,0,4,5,1,3,3,3,2,0,3,4
118156,118157,Female,35,Returning,Business,Business,1444,5,0.0,2,4,4,5,2,5,5,4,4,3,5,2,5,5
37445,37446,Male,38,Returning,Business,Business,2261,0,3.0,4,4,5,3,4,5,1,5,2,1,5,4,5,5
77639,77640,Female,21,First-time,Business,Economy,731,0,0.0,3,3,3,3,3,2,4,2,5,5,3,3,5,3
111273,111274,Male,55,Returning,Business,Economy,459,50,69.0,4,4,4,3,4,4,3,1,3,3,2,3,3,2
62811,62812,Female,46,Returning,Personal,Economy,2486,0,0.0,3,4,2,4,3,3,4,4,4,1,3,3,3,3
67271,67272,Female,38,Returning,Personal,Economy,985,0,0.0,5,4,3,4,4,5,1,5,1,1,5,4,1,4
92366,92367,Female,41,Returning,Business,Business,1947,0,0.0,1,1,3,3,1,4,4,4,5,4,4,1,4,4
45107,45108,Female,40,Returning,Business,Business,3805,0,0.0,5,0,2,3,4,2,2,2,5,5,2,0,2,2
17146,17147,Female,24,Returning,Business,Business,926,0,0.0,4,4,5,2,4,3,2,4,2,2,2,4,2,2
91082,91083,Male,32,Returning,Personal,Economy,594,4,5.0,3,4,4,4,4,2,4,2,5,5,3,4,5,3
91006,91007,Male,62,Returning,Personal,Economy,444,0,1.0,4,2,5,2,3,3,1,3,1,1,5,2,1,5
110190,110191,Female,36,Returning,Personal,Economy,979,0,0.0,5,2,3,2,1,4,5,3,5,5,4,2,5,4
89279,89280,Male,27,First-time,Business,Business,453,25,44.0,3,3,5,3,4,4,2,2,2,2,4,3,2,4
85525,85526,Female,57,Returning,Business,Business,1919,0,0.0,4,4,4,4,4,5,5,5,4,2,5,4,5,5
35439,35440,Female,17,Returning,Personal,Economy,1056,0,0.0,5,3,5,3,2,4,4,2,4,4,5,3,4,4
53578,53579,Female,48,Returning,Personal,Economy,1195,9,1.0,5,2,5,4,3,2,5,2,4,4,2,2,2,2
49086,49087,Male,42,Returning,Business,Business,372,0,0.0,3,3,4,2,3,5,5,5,5,4,5,3,5,5
39531,39532,Male,55,Returning,Business,Business,3268,0,0.0,2,2,3,5,2,4,5,4,3,5,4,2,4,4
124530,124531,Female,39,Returning,Business,Business,3558,0,0.0,3,3,2,2,3,2,2,2,2,2,2,2,2,2
112065,112066,Female,20,Returning,Business,Business,1491,21,8.0,5,5,3,4,5,4,4,2,4,4,4,5,4,5
55752,55753,Female,42,Returning,Business,Business,1582,2,0.0,1,1,3,4,1,5,1,5,5,1,5,1,5,5
115942,115943,Female,55,Returning,Personal,Economy,337,9,0.0,5,3,5,4,3,3,4,3,4,4,3,5,3,3
187,188,Male,20,First-time,Business,Business,213,0,0.0,2,4,5,4,1,4,5,4,5,5,5,4,5,5
97069,97070,Female,29,First-time,Business,Business,1211,41,38.0,2,2,3,2,2,5,2,2,4,4,4,1,4,4
32772,32773,Male,37,Returning,Business,Business,3878,0,4.0,1,1,1,4,1,1,3,2,3,3,1,1,1,1
94575,94576,Female,18,First-time,Business,Economy,189,3,3.0,5,4,4,4,4,5,5,4,5,5,5,4,5,5
115701,115702,Female,33,First-time,Business,Economy,372,4,0.0,4,1,2,1,4,3,1,2,1,1,3,1,1,4
66476,66477,Female,36,First-time,Business,Business,447,0,13.0,2,2,3,2,4,3,3,4,3,3,4,2,3,4
23433,23434,Female,22,First-time,Business,Business,516,21,27.0,0,4,1,4,1,4,3,1,3,3,1,4,3,2
53489,53490,Male,42,Returning,Personal,Economy,2419,31,17.0,4,3,2,2,4,2,2,5,2,3,3,3,5,5
106118,106119,Female,54,Returning,Business,Business,1685,31,20.0,4,2,3,4,2,4,5,4,3,3,4,2,4,4
55810,55811,Female,47,Returning,Business,Business,1416,0,0.0,5,5,3,5,5,4,5,4,3,4,4,5,4,4
98370,98371,Male,66,Returning,Personal,Economy,1189,53,41.0,5,1,3,1,2,5,2,3,2,2,5,1,2,5
74189,74190,Male,17,Returning,Personal,Economy,641,8,5.0,4,1,4,1,1,4,1,2,1,1,5,1,1,5
57734,57735,Female,23,First-time,Business,Economy,1046,2,0.0,4,4,4,4,4,1,3,3,3,3,4,4,3,5
94405,94406,Female,58,Returning,Business,Business,3040,38,22.0,1,1,4,4,1,4,5,5,4,4,4,1,4,5
103648,103649,Male,49,Returning,Business,Business,405,15,6.0,4,4,4,4,4,4,5,5,3,2,4,4,4,4
2639,2640,Female,58,Returning,Business,Business,3632,16,27.0,2,2,4,4,2,3,4,3,4,4,3,2,3,3
66253,66254,Female,52,Returning,Personal,Economy,460,0,0.0,4,4,4,3,3,2,3,4,4,1,2,4,2,2
46128,46129,Male,53,Returning,Business,Economy,516,0,0.0,2,2,2,4,2,4,4,4,4,4,5,4,4,5
69453,69454,Female,14,Returning,Personal,Economy,1096,0,0.0,4,2,3,2,1,5,5,5,5,5,5,2,5,4
39786,39787,Female,26,First-time,Business,Business,184,0,0.0,3,3,5,3,3,5,2,2,2,2,4,3,2,5
43040,43041,Female,26,Returning,Business,Business,236,0,0.0,4,4,3,3,4,2,2,1,2,2,3,2,2,3
66901,66902,Female,8,Returning,Personal,Business,929,0,0.0,4,3,3,3,4,4,2,3,2,2,4,3,2,4
53947,53948,Female,22,First-time,Business,Economy,1325,4,0.0,5,5,2,5,3,2,4,4,4,4,2,5,4,1
125716,125717,Female,29,Returning,Personal,Economy,857,38,16.0,1,3,1,3,4,1,3,4,3,3,3,3,3,4
56231,56232,Female,65,Returning,Personal,Economy,1608,0,0.0,5,1,4,5,1,1,4,1,4,2,1,2,1,1
20928,20929,Male,52,Returning,Business,Economy,803,0,0.0,5,5,3,3,5,3,3,2,3,3,5,3,3,1
118123,118124,Female,24,First-time,Business,Economy,1275,0,0.0,4,4,3,4,1,4,3,4,3,3,4,4,3,5
7407,7408,Male,42,Returning,Business,Business,2935,60,55.0,2,2,4,5,2,4,4,4,3,5,4,2,4,4
126430,126431,Female,15,Returning,Business,Economy Plus,631,0,0.0,5,0,5,5,1,4,3,2,3,3,3,0,3,2
17108,17109,Female,7,Returning,Personal,Economy,416,0,0.0,2,2,1,2,4,3,1,5,1,1,3,2,1,4
28742,28743,Female,45,Returning,Business,Economy,1024,0,13.0,1,1,1,4,1,2,3,2,3,2,2,2,2,2
110221,110222,Female,48,Returning,Business,Business,1011,0,0.0,2,3,3,4,2,3,5,3,5,2,3,2,3,3
38861,38862,Female,67,Returning,Business,Economy,2300,16,0.0,3,3,1,3,3,2,4,2,1,2,2,2,2,2
29491,29492,Female,28,Returning,Business,Economy,1107,0,0.0,0,0,5,0,4,1,4,4,5,5,3,0,5,5
70416,70417,Male,53,Returning,Personal,Economy Plus,1562,26,21.0,5,5,3,5,1,4,2,3,2,2,4,5,2,4
35890,35891,Female,17,Returning,Personal,Economy,1068,0,0.0,4,1,2,1,1,3,4,4,4,4,1,1,4,3
11049,11050,Male,53,Returning,Personal,Economy,201,35,36.0,1,2,4,2,4,2,2,3,2,2,4,2,2,3
36764,36765,Male,34,Returning,Business,Business,2704,0,0.0,1,2,5,5,1,5,5,4,5,5,4,1,3,2
89390,89391,Female,27,First-time,Business,Business,134,0,0.0,2,2,4,2,1,4,1,5,5,5,4,2,5,4
103857,103858,Male,15,Returning,Personal,Economy,882,10,9.0,2,4,1,4,3,3,5,1,5,5,3,4,5,4
55196,55197,Female,19,Returning,Personal,Economy Plus,1635,0,27.0,5,2,5,2,3,5,1,2,1,1,5,2,1,3
76365,76366,Male,33,Returning,Business,Business,931,0,0.0,4,4,4,3,4,4,3,5,3,3,5,4,3,4
102005,102006,Male,48,Returning,Business,Economy Plus,804,5,3.0,2,4,3,3,2,2,3,3,3,3,4,3,3,3
23131,23132,Female,25,First-time,Business,Economy,300,0,0.0,4,5,5,5,3,1,4,3,4,4,5,5,4,5
10381,10382,Female,54,Returning,Business,Business,667,142,151.0,2,1,3,3,2,4,3,4,3,4,4,2,5,4
125106,125107,Female,61,Returning,Business,Business,3470,0,5.0,3,3,4,4,3,5,4,5,4,5,5,3,5,5
88564,88565,Female,44,Returning,Personal,Economy,545,0,0.0,2,1,4,4,3,4,4,1,4,5,4,1,4,5
88248,88249,Male,24,First-time,Business,Business,444,20,32.0,0,4,3,4,2,5,2,3,2,2,5,4,2,5
52879,52880,Male,10,First-time,Business,Economy,1024,0,0.0,5,5,1,5,5,3,5,2,5,5,4,4,5,3
29312,29313,Female,66,Returning,Personal,Economy,569,0,0.0,5,3,4,4,2,1,4,3,4,5,1,3,1,1
97855,97856,Female,54,Returning,Business,Business,3281,19,7.0,5,5,4,3,5,3,4,3,4,4,3,3,3,3
97181,97182,Female,10,Returning,Personal,Economy,1164,34,11.0,1,4,2,4,3,3,2,5,2,2,4,4,2,2
49643,49644,Female,25,Returning,Business,Economy,109,0,0.0,3,3,5,5,3,2,3,3,5,5,2,5,5,1
127351,127352,Male,26,Returning,Personal,Economy,507,4,4.0,3,3,1,3,3,3,5,3,5,5,4,3,5,3
88253,88254,Male,48,Returning,Business,Economy,406,0,0.0,5,5,4,3,5,3,3,3,3,3,3,3,3,3
87766,87767,Male,50,Returning,Business,Business,3524,2,0.0,3,3,5,4,3,5,5,5,3,2,5,3,5,5
116650,116651,Female,47,Returning,Business,Business,2941,0,0.0,1,1,4,4,1,4,5,4,4,4,4,1,4,4
118981,118982,Female,42,Returning,Business,Business,2773,0,0.0,2,2,4,4,2,5,5,5,4,5,5,2,5,5
29273,29274,Female,52,Returning,Business,Economy,873,295,314.0,5,5,1,1,5,4,1,2,1,1,3,1,3,2
101238,101239,Female,45,Returning,Business,Business,1587,0,0.0,5,5,4,4,5,1,3,1,4,1,1,1,1,1
22557,22558,Male,60,Returning,Personal,Business,300,2,0.0,1,1,3,1,1,4,2,1,2,4,4,1,4,4
16639,16640,Female,40,Returning,Business,Economy,488,2,0.0,2,2,2,4,2,1,4,2,4,4,2,4,4,4
61299,61300,Female,34,Returning,Personal,Economy,967,10,31.0,5,3,4,3,3,5,2,4,2,2,5,3,2,4
30951,30952,Female,24,Returning,Business,Economy,836,0,5.0,3,2,3,3,3,2,1,1,3,3,2,3,3,2
45397,45398,Female,22,First-time,Business,Economy,458,18,6.0,0,3,5,3,3,5,4,4,4,4,5,2,4,4
25358,25359,Male,42,Returning,Business,Business,1983,3,0.0,4,1,5,5,4,1,3,2,2,5,1,4,1,1
17557,17558,Female,28,Returning,Business,Economy,1034,10,0.0,5,5,3,4,5,1,4,5,4,4,1,4,4,1
12524,12525,Male,28,First-time,Business,Economy,828,4,0.0,2,2,2,2,4,3,3,4,3,3,3,2,3,4
68751,68752,Female,42,Returning,Business,Business,3277,0,0.0,2,2,3,4,2,5,5,5,3,2,5,2,5,5
99658,99659,Female,72,Returning,Business,Business,3184,0,0.0,3,2,1,3,2,4,4,4,2,1,4,2,4,4
95990,95991,Female,40,Returning,Business,Business,795,63,83.0,2,5,3,4,2,2,5,2,5,5,2,2,2,2
80856,80857,Male,49,Returning,Personal,Economy,484,14,12.0,4,2,3,2,2,3,5,4,5,5,5,2,5,5
40430,40431,Male,34,Returning,Business,Business,175,0,2.0,3,3,4,5,3,3,5,4,1,1,3,3,3,4
58282,58283,Male,22,Returning,Personal,Economy,594,12,3.0,4,1,1,1,4,2,4,2,4,4,5,1,4,2
7244,7245,Female,27,Returning,Personal,Economy,135,0,0.0,0,4,3,4,3,1,3,4,3,3,4,4,3,5
107787,107788,Male,33,Returning,Personal,Economy,666,39,18.0,4,5,5,5,5,2,3,2,3,3,3,4,3,4
10159,10160,Male,31,Returning,Personal,Economy,1195,0,7.0,4,2,4,2,1,4,1,2,5,5,4,2,5,3
119553,119554,Male,18,Returning,Personal,Economy,759,72,78.0,4,2,4,2,1,3,2,2,2,2,4,2,2,4
108965,108966,Male,31,Returning,Personal,Economy,667,0,0.0,4,2,4,2,4,5,2,4,2,2,5,2,2,5
57661,57662,Female,64,Returning,Personal,Economy,200,2,0.0,2,2,2,4,4,5,3,2,2,1,5,2,5,2
105263,105264,Male,10,Returning,Personal,Economy,2106,0,13.0,2,4,4,4,4,3,4,3,4,4,1,4,4,3
99935,99936,Female,40,Returning,Business,Business,2664,64,53.0,5,5,4,4,5,4,4,3,5,5,4,5,4,4
1058,1059,Male,25,Returning,Personal,Economy,229,0,0.0,2,0,3,0,3,2,4,3,4,4,3,2,4,3
121456,121457,Male,35,Returning,Business,Economy,331,0,0.0,3,3,5,5,3,1,5,4,5,5,3,5,5,5
84886,84887,Male,67,Returning,Personal,Economy,547,133,120.0,4,2,5,4,5,4,5,4,5,2,3,2,4,5
57699,57700,Male,16,Returning,Personal,Economy,867,266,324.0,4,5,3,3,1,4,3,5,3,5,3,5,5,5
112555,112556,Female,39,First-time,Business,Economy Plus,557,40,58.0,2,2,1,2,4,2,1,2,1,1,4,2,1,3
124393,124394,Female,31,Returning,Business,Business,1806,0,0.0,2,2,4,2,2,3,2,5,2,2,5,2,2,4
35098,35099,Female,45,Returning,Business,Economy,1069,0,27.0,5,5,4,4,5,4,5,4,5,2,4,4,4,4
55992,55993,Female,50,Returning,Business,Business,2475,6,26.0,5,5,4,4,5,4,4,4,4,4,2,4,2,3
68175,68176,Female,30,Returning,Personal,Economy,597,48,116.0,4,3,5,3,4,4,1,5,1,1,4,3,1,5
108657,108658,Male,45,Returning,Personal,Economy,1747,127,123.0,4,4,2,4,3,3,5,2,5,5,3,4,5,4
